"","stationcode","datetimestamp","monitoringprogram","replicate","F_Record","PO4F","F_PO4F","TP","F_TP","NH4F","F_NH4F","NO2F","F_NO2F","NO3F","F_NO3F","NO23F","F_NO23F","DIN","F_DIN","TN","F_TN","TKN","F_TKN","TON","FTON","CHLA_N1","F_CHLAN1","2CHLA","F_2CHLA","UncCHLa_N1","F_UncCHLa_N1","2UncCHLa","F_2UncCHLa","PHEA1","F_PHEA1","2PHEA","F_2PHEA","TSS","F_TSS","FECCOL_CFU","F_FECCOL_CFU","ECOLI_MPN","F_ECOLI_MPN","WTEM_N","FWTEM_N","SPC","F_SPC","DO_N","F_DO_N","PH","F_PH","SECCHI","F_SECCHI","DOC","F_DOC","TKN_F","F_TKN_F","DON","F_DON"
"223","gtmssnut","2018-07-24 10:41:00","1","1"," ","0.039"," ","0.084"," ","0.13"," ","0.009"," ","0.039"," ","0.048"," ","0.178"," ","0.598"," ","0.55"," ","0.42"," ","4.1","A"," "," ","5.7","A"," "," ","2.4","A"," "," ","22"," ","44","BQ"," "," ","27.5"," ","51257"," ","4.39"," ","7.35"," "," "," ","4.2"," ","0.47"," ","0.34"," "
"224","gtmssnut","2018-08-07 08:58:00","1","1"," ","0.034"," ","0.10"," ","0.075"," ","0.005"," ","0.032"," ","0.037"," ","0.112"," ","0.847"," ","0.81"," ","0.735"," ","4.1"," "," "," ","6.1"," "," "," ","3.0"," "," "," ","38"," ","31","BQ"," "," ","29.3"," ","47820"," ","4.41"," ","7.54"," "," "," ","6.3"," ","0.5"," ","0.425"," "
"225","gtmssnut","2018-09-05 08:37:00","1","1"," ","0.042"," ","0.085"," ","0.1"," ","0.01"," ","0.046"," ","0.056"," ","0.156"," ","0.716"," ","0.66"," ","0.56"," ","4.3"," "," "," ","6.2"," "," "," ","2.7"," "," "," ","25"," ","23","BQ"," "," ","28.8"," ","51196"," ","4.72"," ","7.77"," "," "," ","3.9"," ","0.44"," ","0.34"," "
"226","gtmssnut","2018-10-23 10:21:00","1","1"," ","0.015"," ","0.049"," ","0.019"," ","0.018"," ","0.006","I","0.025"," ","0.044"," ","0.395"," ","0.37","I","0.351"," ","5.1"," "," "," ","6.3"," "," "," ","1.6","I"," "," ","18"," ","3","BQ"," "," ","25.1"," ","53480"," ","5.63"," ","7.94"," "," "," ","2.2"," ","0.3","I","0.281"," "
"227","gtmssnut","2018-11-06 10:30:00","1","1"," ","0.016"," ","0.056"," ","0.017"," ","0.004","I","0.008","I","0.012"," ","0.029"," ","0.382"," ","0.37","I","0.353"," ","5.2"," "," "," ","6.9"," "," "," ","2.5","I"," "," ","22"," ","25","BQ"," "," ","24.1"," ","53849"," ","5.41"," ","7.96"," "," "," ","2.2"," ","0.16","U","0.143"," "
"228","gtmssnut","2018-12-04 09:45:00","1","1"," ","0.020"," ","0.061"," ","0.029"," ","0.004","I","0.16"," ","0.16"," ","0.189"," ","0.61"," ","0.45"," ","0.421"," ","7.5"," "," "," ","9.6"," "," "," ","3.0","I"," "," ","24"," ","31","BQ"," "," ","19.5"," ","51168"," ","6.70"," ","7.98"," "," "," ","3.1"," ","0.32","I","0.291"," "
"229","gtmssnut","2018-01-16 11:40:00","1","2"," ","0.017"," ","0.037"," ","0.01"," ","0.002","U","0.031"," ","0.032"," ","0.042"," ","0.332"," ","0.3","I","0.29"," ","4.1"," "," "," ","4.8"," "," "," ","0.92","I"," "," ","8","I","25","BQ"," "," ","10.9"," ","50241"," ","10.94"," ","7.21"," "," "," ","3.4"," ","0.22","IJ","0.21"," "
"230","gtmssnut","2018-02-13 10:53:00","1","2"," ","0.026"," ","0.062"," ","0.038"," ","0.002","U","0.049"," ","0.05"," ","0.088"," ","0.52"," ","0.47"," ","0.432"," ","3.1"," "," "," ","4.8"," "," "," ","2.5"," "," "," ","22"," ","62","Q"," "," ","17.8"," ","46743"," ","7.61"," ","7.66"," "," "," ","5.2"," ","0.41"," ","0.372"," "
"231","gtmssnut","2018-03-27 09:56:00","1","2"," ","0.012"," ","0.039"," ","0.015"," ","0.002","U","0.021"," ","0.021"," ","0.036"," ","0.221"," ","0.2","I","0.185"," ","2.8"," "," "," ","3.5"," "," "," ","1.0","I"," "," ","11"," ","21","BQ"," "," ","17.6"," ","52550"," ","7.69"," ","7.44"," "," "," ","2.5"," ","0.16","U","0.145"," "
"232","gtmssnut","2018-04-25 09:13:00","1","2"," ","0.023"," ","0.072"," ","0.055"," ","0.002","I","0.045"," ","0.047"," ","0.102"," ","0.367"," ","0.32","I","0.265"," ","2.5"," "," "," ","3.9"," "," "," ","2.2"," "," "," ","23"," ","7","BQ"," "," ","20.6"," ","51744"," ","7.53"," ","7.54"," "," "," ","3.4"," ","0.34","I","0.285"," "
"233","gtmssnut","2018-05-29 11:43:00","1","2"," ","0.024"," ","0.072"," ","0.07"," ","0.005","I","0.028"," ","0.032"," ","0.102"," ","0.592"," ","0.56"," ","0.49"," ","7.4"," "," "," ","9.0"," "," "," ","2.3"," "," "," ","30"," ","10","BQ"," "," ","26.8"," ","49301"," ","5.63"," ","7.35"," "," "," ","4.1"," ","0.45"," ","0.38"," "
"234","gtmssnut","2018-06-12 10:44:00","1","2"," ","0.040"," ","0.10"," ","0.13"," ","0.007"," ","0.039"," ","0.045"," ","0.175"," ","0.835"," ","0.79"," ","0.66"," ","5.9"," "," "," ","8.4"," "," "," ","3.7"," "," "," ","61"," ","88","Q"," "," ","27.4"," ","50113"," ","5.28"," ","7.40"," "," "," ","5.4"," ","0.53"," ","0.4"," "
"235","gtmssnut","2018-07-24 10:45:00","1","2"," ","0.036"," ","0.078"," ","0.13"," ","0.009"," ","0.039"," ","0.048"," ","0.178"," ","0.628"," ","0.58"," ","0.45"," ","3.4"," "," "," ","4.9"," "," "," ","2.2"," "," "," ","23"," ","44","Q"," "," ","27.5"," ","51257"," ","4.39"," ","7.35"," "," "," ","4.0"," ","0.49"," ","0.36"," "
"236","gtmssnut","2018-08-07 08:59:00","1","2"," ","0.034"," ","0.11"," ","0.075"," ","0.005"," ","0.031"," ","0.036"," ","0.111"," ","0.976"," ","0.94"," ","0.865"," ","7.1"," "," "," ","12"," "," "," ","8.0"," "," "," ","35"," ","18","BQ"," "," ","29.3"," ","47820"," ","4.41"," ","7.54"," "," "," ","6.2"," ","0.44"," ","0.365"," "
"237","gtmssnut","2018-09-05 08:43:00","1","2"," ","0.047"," ","0.084"," ","0.1"," ","0.01"," ","0.036"," ","0.046"," ","0.146"," ","0.686"," ","0.64"," ","0.54"," ","4.5"," "," "," ","6.5"," "," "," ","3.0"," "," "," ","28"," ","11","BQ"," "," ","28.8"," ","51196"," ","4.72"," ","7.77"," "," "," ","3.8"," ","0.46"," ","0.36"," "
"238","gtmssnut","2018-10-23 10:22:00","1","2"," ","0.016"," ","0.046"," ","0.022"," ","0.015"," ","0.006","I","0.022"," ","0.044"," ","0.392"," ","0.37","I","0.348"," ","4.8"," "," "," ","5.7"," "," "," ","1.1","I"," "," ","18"," ","5","BQ"," "," ","25.1"," ","53480"," ","5.63"," ","7.94"," "," "," ","2.3"," ","0.26","I","0.238"," "
"239","gtmssnut","2018-11-06 10:31:00","1","2"," ","0.018"," ","0.062"," ","0.019"," ","0.006"," ","0.010"," ","0.017"," ","0.036"," ","0.507"," ","0.49"," ","0.471"," ","7.5"," "," "," ","8.0"," "," "," ","1.2","U"," "," ","22"," ","13","BQ"," "," ","24.1"," ","53849"," ","5.41"," ","7.96"," "," "," ","2.3"," ","0.16","UJ","0.141"," "
"240","gtmssnut","2018-12-04 09:47:00","1","2"," ","0.019"," ","0.055"," ","0.028"," ","0.004","I","0.17"," ","0.17"," ","0.198"," ","0.6"," ","0.43"," ","0.402"," ","6.8"," "," "," ","8.6"," "," "," ","2.5","I"," "," ","26"," ","39","BQ"," "," ","19.5"," ","51168"," ","6.70"," ","7.98"," "," "," ","3.1"," ","0.29","I","0.262"," "
