"","stationcode","datetimestamp","monitoringprogram","replicate","F_Record","PO4F","F_PO4F","TP","F_TP","NH4F","F_NH4F","NO2F","F_NO2F","NO3F","F_NO3F","NO23F","F_NO23F","DIN","F_DIN","TN","F_TN","TKN","F_TKN","TON","FTON","CHLA_N1","F_CHLAN1","2CHLA","F_2CHLA","UncCHLa_N1","F_UncCHLa_N1","2UncCHLa","F_2UncCHLa","PHEA1","F_PHEA1","2PHEA","F_2PHEA","TSS","F_TSS","FECCOL_CFU","F_FECCOL_CFU","ECOLI_MPN","F_ECOLI_MPN","WTEM_N","FWTEM_N","SPC","F_SPC","DO_N","F_DO_N","PH","F_PH","SECCHI","F_SECCHI","DOC","F_DOC","TKN_F","F_TKN_F","DON","F_DON","NP"
"47","gtmpcnut",2018-11-06 11:00:00,"1","1",NA,"0.024","Y",0.064,"Y",0.02,"Y","0.002","IY","0.013","Y",0.015,"Y",0.035,NA,0.595,NA,0.58,"Y",0.56,NA,"6.0","Y",NA,NA,"7.1","Y",NA,NA,"1.5","IY",NA,NA,"10","IY","62","Q","172.5","AQ","23.8",NA,"38038",NA,"5.56",NA,"7.25",NA,NA,NA,"9.6","Y",0.45,"Y",0.43,NA,9.296875
"48","gtmpcnut",2018-12-04 10:16:00,"1","1",NA,"0.029",NA,0.055,NA,0.057,NA,"0.003","I","0.15",NA,0.15,NA,0.207,NA,0.82,NA,0.67,NA,0.613,NA,"3.0",NA,"3.2",NA,"4.1",NA,"4.3",NA,"1.6","I","1.6","I","12",NA,"39","BQ","120.5","AQ","20.5",NA,"33184",NA,"6.49",NA,"6.90",NA,NA,NA,"14",NA,0.46,NA,0.403,NA,14.9090909090909
"49","gtmpcnut",2018-01-16 10:57:00,"1","2",NA,"0.032",NA,0.056,NA,0.027,NA,"0.006",NA,"0.005","I",0.01,NA,0.037,NA,0.88,NA,0.87,NA,0.843,NA,"1.8",NA,NA,NA,"2.4",NA,NA,NA,"0.88","I",NA,NA,"7","IA","170","BQ",NA,NA,"11.0",NA,"16162",NA,"9.69",NA,"6.76",NA,NA,NA,"22",NA,0.69,NA,0.663,NA,15.7142857142857
"50","gtmpcnut",2018-02-13 11:03:00,"1","2",NA,"0.046",NA,0.081,NA,0.051,NA,"0.003","U","0.034",NA,0.034,NA,0.085,NA,0.964,NA,0.93,NA,0.879,NA,"2.0",NA,NA,NA,"2.7",NA,NA,NA,"1.0","I",NA,NA,"7","I","270","Q",NA,NA,"21.5",NA,"2629",NA,"6.24",NA,"6.58",NA,NA,NA,"31",NA,0.81,NA,0.759,NA,11.9012345679012
"51","gtmpcnut",2018-03-27 11:06:00,"1","2",NA,"0.024",NA,0.056,NA,0.004,"I","0.002","U","0.004","U",0.004,"U",0.008,NA,0.334,NA,0.33,"I",0.326,NA,"6.2",NA,NA,NA,"7.1",NA,NA,NA,"1.2","I",NA,NA,"8","IA","150","BQ",NA,NA,"19.0",NA,"41382",NA,"6.72",NA,"7.29",NA,NA,NA,"5.9",NA,0.26,"I",0.256,NA,5.96428571428571
"52","gtmpcnut",2018-04-25 09:37:00,"1","2",NA,"0.033",NA,0.078,NA,0.018,NA,"0.006","J","0.008","IJ",0.014,NA,0.032,NA,0.854,NA,0.84,NA,0.822,NA,"8.9",NA,NA,NA,"10",NA,NA,NA,"1.9",NA,NA,NA,"12",NA,"120","Q",NA,NA,"22.2",NA,"27081",NA,"5.80",NA,"6.55",NA,NA,NA,"23",NA,0.72,NA,0.702,NA,10.9487179487179
"53","gtmpcnut",2018-05-29 12:03:00,"1","2",NA,"0.050",NA,0.1,NA,0.031,NA,"0.003","U","0.016",NA,0.017,NA,0.048,NA,1.217,NA,1.2,NA,1.169,NA,"4.1",NA,NA,NA,"5.7",NA,NA,NA,"2.4","I",NA,NA,"10",NA,"210","BQ",NA,NA,"26.0",NA,"413.0",NA,"5.08",NA,"7.63",NA,NA,NA,"40",NA,1.1,NA,1.069,NA,12.17
"54","gtmpcnut",2018-06-12 10:33:00,"1","2",NA,"0.045",NA,0.081,NA,0.029,NA,"0.003","U","0.022",NA,0.023,NA,0.052,NA,1.423,NA,1.4,NA,1.371,NA,"3.8",NA,NA,NA,"4.6",NA,NA,NA,"0.99","I",NA,NA,"9","I","250","Q",NA,NA,"25.6",NA,"1020",NA,"4.44",NA,"6.58",NA,NA,NA,"41",NA,1,NA,0.971,NA,17.5679012345679
"55","gtmpcnut",2018-07-24 10:32:00,"1","2",NA,"0.042",NA,0.092,NA,0.052,NA,"0.008",NA,"0.031",NA,0.039,NA,0.091,NA,0.989,NA,0.95,NA,0.898,NA,"13",NA,NA,NA,"16",NA,NA,NA,"3.5",NA,NA,NA,"7","I","54","BQ",NA,NA,"27.9",NA,"8632",NA,"5.04",NA,"6.95",NA,NA,NA,"23",NA,0.69,NA,0.638,NA,10.75
"56","gtmpcnut",2018-08-07 09:56:00,"1","2",NA,"0.037",NA,0.06,NA,0.017,NA,"0.003","U","0.016",NA,0.016,NA,0.033,NA,1.216,NA,1.2,NA,1.183,NA,"0.98","I",NA,NA,"1.3",NA,NA,NA,"0.50","I",NA,NA,"4","IA","220","Q",NA,NA,"27.5",NA,"149.4",NA,"5.13",NA,"6.10",NA,NA,NA,"43",NA,1.1,NA,1.083,NA,20.2666666666667
"57","gtmpcnut",2018-09-05 09:41:00,"1","2",NA,"0.056",NA,0.08,NA,0.026,NA,"0.003","I","0.047",NA,0.05,NA,0.076,NA,0.92,NA,0.87,NA,0.844,NA,"9.3",NA,NA,NA,"11",NA,NA,NA,"3.1",NA,NA,NA,"10",NA,"170","BQ",NA,NA,"29.0",NA,"3568",NA,"4.81",NA,"7.01",NA,NA,NA,"23",NA,0.7,NA,0.674,NA,11.5
"58","gtmpcnut",2018-10-23 11:57:00,"1","2",NA,"0.030",NA,0.077,NA,0.019,NA,"0.003","I","0.012",NA,0.015,NA,0.034,NA,0.725,NA,0.71,NA,0.691,NA,"11",NA,NA,NA,"13",NA,NA,NA,"3.5",NA,NA,NA,"17","A","46","Q",NA,NA,"22.7",NA,"38339",NA,"6.31",NA,"7.41",NA,NA,NA,"13",NA,0.52,NA,0.501,NA,9.41558441558442
"59","gtmpcnut",2018-11-06 11:03:00,"1","2",NA,"0.025","Y",0.063,"Y",0.018,"Y","0.002","IY","0.013","Y",0.015,"Y",0.033,NA,0.615,NA,0.6,"Y",0.582,NA,"6.7","Y",NA,NA,"7.7","Y",NA,NA,"1.3","IY",NA,NA,"9.8","IAY","64","BQ",NA,NA,"23.8",NA,"38038",NA,"5.56",NA,"7.25",NA,NA,NA,"9.8","Y",0.37,"IY",0.352,NA,9.76190476190476
"60","gtmpcnut",2018-12-04 10:19:00,"1","2",NA,"0.027",NA,0.057,NA,0.056,NA,"0.003","I","0.14",NA,0.15,NA,0.206,NA,0.73,NA,0.58,NA,0.524,NA,"3.3",NA,NA,NA,"4.4",NA,NA,NA,"1.7","I",NA,NA,"11",NA,"40","Q",NA,NA,"20.84",NA,"33184",NA,"6.49",NA,"6.90",NA,NA,NA,"13",NA,0.52,NA,0.464,NA,12.8070175438596
"61","gtmpcnut",2018-01-15 09:30:00,"2","1",NA,"0.038","Q",0.079,NA,0.048,NA,"0.003","UQ","0.026","Q",0.027,NA,0.075,NA,0.857,NA,0.83,NA,0.782,NA,"1.8","Q",NA,NA,"2.8","Q",NA,NA,"1.5","Q",NA,NA,"11",NA,NA,NA,NA,NA,"11.31",NA,"4599.6",NA,"9.08",NA,"7.1",NA,NA,NA,"28",NA,0.84,NA,0.792,NA,10.8481012658228
"62","gtmpcnut",2018-02-12 09:30:00,"2","1",NA,"0.041",NA,0.079,NA,0.053,NA,"0.003","U","0.034",NA,0.035,NA,0.088,NA,0.845,NA,0.81,NA,0.757,NA,"1.2","IQ",NA,NA,"2.2","Q",NA,NA,"1.5","Q",NA,NA,"12",NA,NA,NA,NA,NA,"19.602",NA,"1026.2",NA,"9.3",NA,"8.31",NA,NA,NA,"28",NA,0.95,NA,0.897,NA,10.6962025316456
"63","gtmpcnut",2018-03-26 09:30:00,"2","1",NA,"0.017","Q",0.048,NA,0.013,NA,"0.002","UQ","0.004","UQ",0.004,"U",0.017,NA,0.384,NA,0.38,"I",0.367,NA,"2.6","Q",NA,NA,"3.4","Q",NA,NA,"1.2","IQ",NA,NA,"8","I",NA,NA,NA,NA,"19.686",NA,"47591",NA,"6.7",NA,"7.95",NA,NA,NA,"3.6",NA,0.2,"I",0.187,NA,8
"64","gtmpcnut",2018-04-24 09:30:00,"2","1",NA,"0.027","Q",0.071,NA,0.03,NA,"0.004","IQ","0.006","IQ",0.01,NA,0.04,NA,0.8,NA,0.79,NA,0.76,NA,"4.4","Q",NA,NA,"6.2","Q",NA,NA,"2.5","Q",NA,NA,"27",NA,NA,NA,NA,NA,"22.603",NA,"21165.6",NA,"5.13",NA,"7.91",NA,NA,NA,"20",NA,0.61,NA,0.58,NA,11.2676056338028
"65","gtmpcnut",2018-05-28 09:30:00,"2","1",NA,"0.047","Q",0.1,NA,0.018,NA,"0.003","UQ","0.018","Q",0.018,NA,0.036,NA,1.218,NA,1.2,NA,1.182,NA,"4.2","Q",NA,NA,"6.0","Q",NA,NA,"2.8","Q",NA,NA,"12",NA,NA,NA,NA,NA,"25.353",NA,"550.9",NA,"5.07",NA,"6.59",NA,NA,NA,"42",NA,1.1,NA,1.082,NA,12.18
"66","gtmpcnut",2018-06-11 09:30:00,"2","1",NA,"0.043","Q",0.086,NA,0.036,NA,"0.003","UQ","0.024","Q",0.025,NA,0.061,NA,1.225,NA,1.2,NA,1.164,NA,"6.4","Q",NA,NA,"8.0","Q",NA,NA,"2.2","IQ",NA,NA,"10",NA,NA,NA,NA,NA,"26.404",NA,"1851.1",NA,"4.31",NA,"6.47",NA,NA,NA,"41",NA,1.2,NA,1.164,NA,14.2441860465116
"67","gtmpcnut",2018-07-23 09:30:00,"2","1",NA,"0.044","Q",0.096,NA,0.12,NA,"0.005","Q","0.020","Q",0.025,NA,0.145,NA,0.915,NA,0.89,NA,0.77,NA,"12","Q",NA,NA,"16","Q",NA,NA,"6.9","Q",NA,NA,"20",NA,NA,NA,NA,NA,"25.989",NA,"21023.9",NA,"3.85",NA,"7.21",NA,NA,NA,"18",NA,0.77,NA,0.65,NA,9.53125
"68","gtmpcnut",2018-08-06 09:30:00,"2","1",NA,"0.033","Q",0.061,NA,0.007,NA,"0.003","UQ","0.007","IQ",0.007,"I",0.014,NA,1.107,NA,1.1,NA,1.093,NA,"1.0","IQ",NA,NA,"1.2","IQ",NA,NA,"0.67","UQ",NA,NA,"4","I",NA,NA,NA,NA,"27.433",NA,"112.6",NA,"4.79",NA,"1.4",NA,NA,NA,"44",NA,1.2,NA,1.193,NA,18.1475409836066
"69","gtmpcnut",2018-09-04 09:30:00,"2","1",NA,"0.052","Q",0.091,NA,0.028,NA,"0.003","UQ","0.050","Q",0.052,NA,0.08,NA,0.842,NA,0.79,NA,0.762,NA,"8.0","Q",NA,NA,"11","Q",NA,NA,"3.7","Q",NA,NA,"8","I",NA,NA,NA,NA,"28.424",NA,"3348",NA,"4.67",NA,"7.07",NA,NA,NA,"23",NA,0.73,NA,0.702,NA,9.25274725274725
"70","gtmpcnut",2018-10-22 09:30:00,"2","1",NA,"0.044","Q",0.096,NA,0.078,NA,"0.005","Q","0.022","Q",0.027,NA,0.105,NA,0.917,NA,0.89,NA,0.812,NA,"14","Q",NA,NA,"21","Q",NA,NA,"11","Q",NA,NA,"125",NA,NA,NA,NA,NA,"22.069",NA,"27805.6",NA,"6.5",NA,"7.49",NA,NA,NA,"18",NA,0.63,NA,0.552,NA,9.55208333333333
"71","gtmpcnut",2018-11-05 09:30:00,"2","1",NA,"0.024","Q",0.1,NA,0.025,NA,"0.003","IQ","0.009","IQ",0.012,NA,0.037,NA,0.722,NA,0.71,NA,0.685,NA,"4.5","AQ",NA,NA,"6.1","AJQ",NA,NA,"3.6","Q",NA,NA,"9","I",NA,NA,NA,NA,"22.73",NA,"39257.1",NA,"6.22",NA,"7.87",NA,NA,NA,"8.8",NA,0.47,NA,0.445,NA,7.22
"72","gtmpcnut",2018-12-03 09:30:00,"2","1",NA,"0.028",NA,0.06,NA,0.041,NA,"0.003","I","0.15",NA,0.15,NA,0.191,NA,0.79,NA,0.64,NA,0.599,NA,"2.7","Q",NA,NA,"3.9","Q",NA,NA,"1.8","IQ",NA,NA,"12",NA,NA,NA,NA,NA,"20.623",NA,"30700.5",NA,"6.55",NA,"7.47",NA,NA,NA,"16",NA,0.56,NA,0.519,NA,13.1666666666667
"73","gtmpcnut",2018-01-16 08:00:00,"2","10",NA,"0.036",NA,0.062,NA,0.028,NA,"0.003","U","0.016",NA,0.017,NA,0.045,NA,0.957,NA,0.94,NA,0.912,NA,"0.91","I",NA,NA,"1.2",NA,NA,NA,"0.48","I",NA,NA,"4","I","310","Q",NA,NA,"11.46",NA,"704.2",NA,"8.35",NA,"6.73",NA,NA,NA,"31",NA,NA,NA,NA,NA,15.4354838709677
"74","gtmpcnut",2018-02-13 08:00:00,"2","10",NA,"0.045",NA,0.083,NA,0.034,NA,"0.003","U","0.031",NA,0.031,NA,0.065,NA,0.971,NA,0.94,NA,0.906,NA,"1.5","I",NA,NA,"2.2",NA,NA,NA,"1.0","I",NA,NA,"6","I","250","Q",NA,NA,"20.149",NA,"745.1",NA,"6.23",NA,"6.63",NA,NA,NA,"31",NA,NA,NA,NA,NA,11.6987951807229
"75","gtmpcnut",2018-03-27 08:00:00,"2","10",NA,"0.023",NA,0.058,NA,0.008,NA,"0.002","U","0.004","U",0.004,"U",0.012,NA,0.414,NA,0.41,NA,0.402,NA,"4.5",NA,NA,NA,"5.6",NA,NA,NA,"1.6",NA,NA,NA,"13",NA,"88","Q",NA,NA,"18.76",NA,"42433",NA,"6.62",NA,"7.72",NA,NA,NA,"5.4",NA,NA,NA,NA,NA,7.13793103448276
"76","gtmpcnut",2018-04-25 08:00:00,"2","10",NA,"0.024",NA,0.068,NA,0.022,NA,"0.004","I","0.004","U",0.007,"I",0.029,NA,0.757,NA,0.75,NA,0.728,NA,"9.9",NA,NA,NA,"13",NA,NA,NA,"3.8",NA,NA,NA,"44",NA,"44","Q",NA,NA,"22.066",NA,"30085",NA,"5.26",NA,"8.17",NA,NA,NA,"16",NA,NA,NA,NA,NA,11.1323529411765
"77","gtmpcnut",2018-05-29 08:00:00,"2","10",NA,"0.043",NA,0.078,NA,0.016,NA,"0.003","U","0.011",NA,0.012,NA,0.028,NA,1.112,NA,1.1,NA,1.084,NA,"2.2","I",NA,NA,"2.9",NA,NA,NA,"0.95","I",NA,NA,"6","IA","70","Q",NA,NA,"24.95",NA,"212.7",NA,"4.7",NA,"6.5",NA,NA,NA,"41",NA,NA,NA,NA,NA,14.2564102564103
"78","gtmpcnut",2018-06-12 08:00:00,"2","10",NA,"0.044",NA,0.076,NA,0.03,NA,"0.003","U","0.020",NA,0.021,NA,0.051,NA,1.221,NA,1.2,NA,1.17,NA,"2.4","I",NA,NA,"3.3",NA,NA,NA,"1.3","I",NA,NA,"8","I","240","Q",NA,NA,"25.176",NA,"430.7",NA,"4.6",NA,"6.38",NA,NA,NA,"41",NA,NA,NA,NA,NA,16.0657894736842
"79","gtmpcnut",2018-07-24 08:00:00,"2","10",NA,"0.040",NA,0.084,NA,0.068,NA,"0.007",NA,"0.027",NA,0.034,NA,0.102,NA,0.834,NA,0.8,NA,0.732,NA,"5.8",NA,NA,NA,"7.8",NA,NA,NA,"3.0",NA,NA,NA,"10",NA,"46","BQ",NA,NA,"27.799",NA,"12528.9",NA,"4.5",NA,"7.06",NA,NA,NA,"21",NA,NA,NA,NA,NA,9.92857142857143
"80","gtmpcnut",2018-08-07 08:00:00,"2","10",NA,"0.039",NA,0.062,NA,0.018,NA,"0.003","U","0.013",NA,0.013,NA,0.031,NA,1.113,NA,1.1,NA,1.082,NA,"1.0","I",NA,NA,"1.4","I",NA,NA,"0.67","U",NA,NA,"4","I","190","BQ",NA,NA,"28.208",NA,"242",NA,"4.25",NA,"6.31",NA,NA,NA,"42",NA,NA,NA,NA,NA,17.9516129032258
"81","gtmpcnut",2018-09-05 08:00:00,"2","10",NA,"0.047",NA,0.1,NA,0.025,NA,"0.007","J","0.017","J",0.024,NA,0.049,NA,0.924,NA,0.9,NA,0.875,NA,"10",NA,NA,NA,"14",NA,NA,NA,"5.3",NA,NA,NA,"12",NA,"No Result","ZQ",NA,NA,"29.216",NA,"11473.2",NA,"4.5",NA,"7.25",NA,NA,NA,"20",NA,NA,NA,NA,NA,9.24
"82","gtmpcnut",2018-10-23 08:00:00,"2","10",NA,"0.048",NA,0.086,NA,0.056,NA,"0.007",NA,"0.027",NA,0.034,NA,0.09,NA,0.864,NA,0.83,NA,0.774,NA,"3.7",NA,NA,NA,"5.4",NA,NA,NA,"2.5",NA,NA,NA,"14",NA,"110","BQ",NA,NA,"23.356",NA,"16051.7",NA,"5.47",NA,"7.05",NA,NA,NA,"24",NA,NA,NA,NA,NA,10.046511627907
"83","gtmpcnut",2018-11-06 08:00:00,"2","10",NA,"0.035",NA,0.071,NA,0.043,NA,"0.004","I","0.017",NA,0.02,NA,0.063,NA,0.71,NA,0.69,NA,0.647,NA,"3.7","U",NA,NA,"3.0","I",NA,NA,"4.0","U",NA,NA,"11",NA,"160","BQ",NA,NA,"23.34",NA,"25117.4",NA,"4.96",NA,"7.28",NA,NA,NA,"15",NA,NA,NA,NA,NA,10
"84","gtmpcnut",2018-12-04 08:00:00,"2","10",NA,"0.029",NA,0.072,NA,0.009,NA,"0.004","I","0.27",NA,0.27,NA,0.279,NA,1.01,NA,0.74,NA,0.731,NA,"3.8",NA,NA,NA,"4.9",NA,NA,NA,"1.6","I",NA,NA,"25",NA,"64","Q",NA,NA,"20.642",NA,"27056.9",NA,"6.37",NA,"7.59",NA,NA,NA,"16",NA,NA,NA,NA,NA,14.0277777777778
"85","gtmpcnut",2018-01-16 10:30:00,"2","11",NA,"0.032",NA,0.061,NA,0.033,NA,"0.006","J","0.006","IJ",0.012,NA,0.045,NA,0.822,NA,0.81,NA,0.777,NA,"2.5",NA,NA,NA,"3.1",NA,NA,NA,"0.86","I",NA,NA,"7","IA","150","BQ",NA,NA,"10.89",NA,"14644.4",NA,"9.26",NA,"7.4",NA,NA,NA,"24",NA,NA,NA,NA,NA,13.4754098360656
"86","gtmpcnut",2018-02-13 10:30:00,"2","11",NA,"0.045",NA,0.085,NA,0.066,NA,"0.003","U","0.037",NA,0.039,NA,0.105,NA,0.979,NA,0.94,NA,0.874,NA,"2.2",NA,NA,NA,"3.3",NA,NA,NA,"1.7",NA,NA,NA,"10",NA,"360","Q",NA,NA,"21.795",NA,"443.7",NA,"6.5",NA,"6.67",NA,NA,NA,"29",NA,NA,NA,NA,NA,11.5176470588235
"87","gtmpcnut",2018-03-27 10:30:00,"2","11",NA,"0.022",NA,0.049,NA,0.004,"I","0.002","U","0.004","U",0.004,"U",0.008,NA,0.394,NA,0.39,"I",0.386,NA,"5.6",NA,NA,NA,"6.6",NA,NA,NA,"1.4",NA,NA,NA,"13",NA,"62","Q",NA,NA,"18.70",NA,"43577",NA,"6.74",NA,"7.77",NA,NA,NA,"5.4",NA,NA,NA,NA,NA,8.04081632653061
"88","gtmpcnut",2018-04-25 10:30:00,"2","11",NA,"0.032",NA,0.094,NA,0.031,NA,"0.005",NA,"0.008","I",0.013,NA,0.044,NA,1.013,NA,1,NA,0.969,NA,"10",NA,NA,NA,"13",NA,NA,NA,"4.6",NA,NA,NA,"24",NA,"96","Q",NA,NA,"22.484",NA,"21288.1",NA,"5.35",NA,"8.0",NA,NA,NA,"22",NA,NA,NA,NA,NA,10.7765957446809
"89","gtmpcnut",2018-05-29 10:30:00,"2","11",NA,"0.049",NA,0.1,NA,0.025,NA,"0.003","U","0.016",NA,0.017,NA,0.042,NA,1.317,NA,1.3,NA,1.275,NA,"5.5",NA,NA,NA,"7.3",NA,NA,NA,"2.7",NA,NA,NA,"13",NA,"150","BQ",NA,NA,"25.942",NA,"425.8",NA,"5.09",NA,"6.63",NA,NA,NA,"41",NA,NA,NA,NA,NA,13.17
"90","gtmpcnut",2018-06-12 10:30:00,"2","11",NA,"0.046",NA,0.087,NA,0.038,NA,"0.003","U","0.025",NA,0.026,NA,0.064,NA,1.326,NA,1.3,NA,1.262,NA,"No Result","O",NA,NA,"No Result","O",NA,NA,"No Result","O",NA,NA,"10",NA,"340","Q",NA,NA,"25.787",NA,"1029.9",NA,"4.53",NA,"6.47",NA,NA,NA,"17",NA,NA,NA,NA,NA,15.2413793103448
"91","gtmpcnut",2018-07-24 10:30:00,"2","11",NA,"0.040",NA,0.096,NA,0.072,NA,"0.005",NA,"0.022",NA,0.027,NA,0.099,NA,1.027,NA,1,NA,0.928,NA,"15",NA,NA,NA,"19",NA,NA,NA,"5.8",NA,NA,NA,"18",NA,"73","BQ",NA,NA,"28.068",NA,"23514.6",NA,"3.99",NA,"7.27",NA,NA,NA,"18",NA,NA,NA,NA,NA,10.6979166666667
"92","gtmpcnut",2018-08-07 10:30:00,"2","11",NA,"0.036",NA,0.056,NA,0.015,NA,"0.003","U","0.012",NA,0.013,NA,0.028,NA,1.113,NA,1.1,NA,1.085,NA,"1.1","I",NA,NA,"1.1","I",NA,NA,"0.80","U",NA,NA,"4","I","270","Q",NA,NA,"27.692",NA,"132.1",NA,"4.42",NA,"6.27",NA,NA,NA,"42",NA,NA,NA,NA,NA,19.875
"93","gtmpcnut",2018-09-05 10:30:00,"2","11",NA,"0.054",NA,0.1,NA,0.019,NA,"0.003","I","0.045",NA,0.048,NA,0.067,NA,0.928,NA,0.88,NA,0.861,NA,"9.5",NA,NA,NA,"12",NA,NA,NA,"3.6",NA,NA,NA,"6","I","270","Q",NA,NA,"29.094",NA,"1904.2",NA,"4.61",NA,"7.06",NA,NA,NA,"24",NA,NA,NA,NA,NA,9.28
"94","gtmpcnut",2018-10-23 10:30:00,"2","11",NA,"0.031",NA,0.046,NA,0.03,NA,"0.002","I","0.011",NA,0.014,NA,0.044,NA,0.494,NA,0.48,NA,0.45,NA,"11",NA,NA,NA,"15",NA,NA,NA,"6.0",NA,NA,NA,"40",NA,"40","Q",NA,NA,"22.814",NA,"37774.7",NA,"5.99",NA,"7.69",NA,NA,NA,"12",NA,NA,NA,NA,NA,10.7391304347826
"95","gtmpcnut",2018-11-06 10:30:00,"2","11",NA,"0.024",NA,0.068,NA,0.026,NA,"0.002","I","0.012",NA,0.014,NA,0.04,NA,0.584,NA,0.57,NA,0.544,NA,"4.7",NA,NA,NA,"5.8",NA,NA,NA,"1.6","I",NA,NA,"14",NA,"64","AQ",NA,NA,"24.045",NA,"38283.7",NA,"5.51",NA,"7.76",NA,NA,NA,"8.8",NA,NA,NA,NA,NA,8.58823529411765
"96","gtmpcnut",2018-12-04 10:30:00,"2","11",NA,"0.026",NA,0.059,NA,0.009,NA,"0.003","I","0.27",NA,0.27,NA,0.279,NA,0.91,NA,0.64,NA,0.631,NA,"3.1",NA,NA,NA,"4.4",NA,NA,NA,"2.0",NA,NA,NA,"17",NA,"26","BQ",NA,NA,"20.676",NA,"32863.7",NA,"6.28",NA,"7.72",NA,NA,NA,"13",NA,NA,NA,NA,NA,15.4237288135593
"97","gtmpcnut",2018-01-15 12:00:00,"2","2",NA,"0.034","Q",0.07,NA,0.036,NA,"0.006","QJ","0.009","IQJ",0.015,NA,0.051,NA,0.775,NA,0.76,NA,0.724,NA,"1.8","Q",NA,NA,"2.6","Q",NA,NA,"1.1","IQ",NA,NA,"10",NA,"No Result","OQ",NA,NA,"10.72",NA,"13600.0",NA,"9.69",NA,"7.55",NA,NA,NA,"24",NA,NA,NA,NA,NA,11.0714285714286
"98","gtmpcnut",2018-02-12 12:00:00,"2","2",NA,"0.040","Q",0.075,NA,0.023,NA,"0.003","UQ","0.025","Q",0.025,NA,0.048,NA,0.885,NA,0.86,NA,0.837,NA,"1.4","IQ",NA,NA,"2.0","Q",NA,NA,"0.85","IQ",NA,NA,"6","I","No Result","Q",NA,NA,"20.339",NA,"1171.5",NA,"7.4",NA,"6.66",NA,NA,NA,"32",NA,NA,NA,NA,NA,11.8
"99","gtmpcnut",2018-03-26 12:00:00,"2","2",NA,"0.022",NA,0.065,NA,0.01,NA,"0.002","UQ","0.004","UQ",0.004,"U",0.014,NA,0.404,NA,0.4,NA,0.39,NA,"5.6",NA,NA,NA,"7.1",NA,NA,NA,"2.2",NA,NA,NA,"14",NA,"59","AQ",NA,NA,"20.295",NA,"36131",NA,"6.68",NA,"7.77",NA,NA,NA,"6.7",NA,NA,NA,NA,NA,6.21538461538462
"100","gtmpcnut",2018-04-24 12:00:00,"2","2",NA,"0.041",NA,0.082,NA,0.034,NA,"0.007","QJ","0.012","QJ",0.019,NA,0.053,NA,0.939,NA,0.92,NA,0.886,NA,"3.5",NA,NA,NA,"4.2",NA,NA,NA,"1.0","I",NA,NA,"11",NA,"230","Q",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"28",NA,NA,NA,NA,NA,11.4512195121951
"101","gtmpcnut",2018-05-28 12:00:00,"2","2",NA,"0.046",NA,0.1,NA,0.01,NA,"0.003","U","0.019",NA,0.019,NA,0.029,NA,1.219,NA,1.2,NA,1.19,NA,"4.2","A",NA,NA,"5.8","A",NA,NA,"2.3","A",NA,NA,"11",NA,"225","AQ",NA,NA,"26.009",NA,"574.5",NA,"5.11",NA,"6.63",NA,NA,NA,"43",NA,NA,NA,NA,NA,12.19
"102","gtmpcnut",2018-06-11 12:00:00,"2","2",NA,"0.043","Q",0.073,NA,0.022,NA,"0.003","U","0.018",NA,0.02,NA,0.042,NA,1.32,NA,1.3,NA,1.278,NA,"2.1","I",NA,NA,"2.7",NA,NA,NA,"0.93","I",NA,NA,"6","I","58","Q",NA,NA,"26.899",NA,"314.1",NA,"4.48",NA,"6.41",NA,NA,NA,"40",NA,NA,NA,NA,NA,18.0821917808219
"103","gtmpcnut",2018-07-23 12:00:00,"2","2",NA,"0.040",NA,0.086,NA,0.074,NA,"0.007","AJ","0.028","AJ",0.035,NA,0.109,NA,0.855,NA,0.82,NA,0.746,NA,"6.8",NA,NA,NA,"9.1",NA,NA,NA,"3.5",NA,NA,NA,"12",NA,"48","Q",NA,NA,"26.214",NA,"15605.9",NA,"4.08",NA,"7.12",NA,NA,NA,"22",NA,NA,NA,NA,NA,9.94186046511628
"104","gtmpcnut",2018-08-06 12:00:00,"2","2",NA,"0.031","Q",0.059,NA,0.006,NA,"0.003","U","0.008","I",0.008,"I",0.014,NA,1.108,NA,1.1,NA,1.094,NA,"0.94","IQ",NA,NA,"1.3","Q",NA,NA,"0.51","IQ",NA,NA,"4","I","190","BQ",NA,NA,"27.901",NA,"113.7",NA,"4.55",NA,"6.21",NA,NA,NA,"43",NA,NA,NA,NA,NA,18.7796610169492
"105","gtmpcnut",2018-09-04 12:00:00,"2","2",NA,"0.050",NA,0.082,NA,0.003,"I","0.004","IQ","0.053","Q",0.056,NA,0.059,NA,0.826,NA,0.77,NA,0.767,NA,"6.8",NA,NA,NA,"8.5",NA,NA,NA,"2.3",NA,NA,NA,"7","I","300","BQ",NA,NA,"28.667",NA,"901.3",NA,"4.62",NA,"7.05",NA,NA,NA,"24",NA,NA,NA,NA,NA,10.0731707317073
"106","gtmpcnut",2018-10-22 12:00:00,"2","2",NA,"0.038",NA,0.076,NA,0.06,NA,"0.005","IQ","0.023","Q",0.027,NA,0.087,NA,0.657,NA,0.63,NA,0.57,NA,"13","Q",NA,NA,"19","Q",NA,NA,"9.2","Q",NA,NA,"109",NA,"48","Q",NA,NA,"21.96",NA,"31209.7",NA,"6.65",NA,"7.6",NA,NA,NA,"15",NA,NA,NA,NA,NA,8.64473684210526
